S.no,Zone Name,BA Name,District name,District LGD Code,BLOCK NAME,Block LGD Code,GP Name,GP NAME,LGD CODE,Router  Location Name,GP Nos,"Convert to Municipality(GP COUNT)","GP Count ammendment","BSNL OFC SCOPE(AS PER RFP)(KM)","OFC SCOPE(AS PER RFP)",Block KML ASSIGNED,Proposed KML Submission Date ,KML Received (Yes/No),KML received date,KML Submitted to BSNL through mail (Yes/No), Block KML Submitted to BSNL through mail date,Length as per KML (Proposed),Length as per KML (Incremental),BSNL Feedback,Resubmission of ammedmend date,BSNL KML Acceptance,BSNL KML Acceptance Date,KML Length After  approval,GP Name as per Desktop Survey,Block Router Location Name as per Desktop Survey,ICP Name as per Desktop Survey,Reffered for documentation work,Reffered for documentation date,Document Ready for Submission,Document Ready for Submission date,No of GP's as per Desktop Survey,"Route Length as per Desktop Survey as per documentation(In Km)",Document Submission to BSNL,Signoff from BSNL authority date,Physical survey proposed date,Physical survey Start date,Physical survey End date,Representative from APL Side,Representative from IE Side,Representative from BSNL Side,Videography of the Route Satatus,"Physical Survey WIP",Physical survey status,No of Rings ,Total route length as per physical survey,Existing Incremental in this Block (KM),BSNL Leased OFC (KM),Incremental Route length to be use in new Ring (KM),New OFC to be laid (KM),"Row identify kn","Row Pending KM",Infra Report Received from SRIT,Survey Report Preparation Status,Report Submission Date,Final KML after Physical Survey,Physical Survey Approved (Yes/No),BOQ Prepared,BOQ Submitted,BOQ Submition date,BOQ Approved,,
752,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,ATHIYANNOOR,6376,KANJIRAMKULAM,KANJIRAMKULAM,221752,NEYATTINKARA TE,1,,,38.27,42.53,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,41.5,,Confirmation mail received,NA,Yes,12-08-2025,41.421,"ATHIYANNOOR, KARUMKULAM, KANJIRAMKULAM, KOTTUKAL & VENGANOOR",NEYYATTINKARA BSNL EXCHANGE,"VENGANOOR(GP) , POOVAR (GP)",Yes,12-08-2025,Yes,45897,5,50.48,Yes,45861,,,,,,,,,,,,8.135,30.102,,,,,,,,0,,0,0,0,0,KL-THM-ATH-221752,8.35559 77.0478
753,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,ATHIYANNOOR,6376,KARUMKULAM,KARUMKULAM,221753,NEYATTINKARA TE,1,,,38.27,42.53,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,41.5,,Confirmation mail received,NA,Yes,12-08-2025,41.421,"ATHIYANNOOR, KARUMKULAM, KANJIRAMKULAM, KOTTUKAL & VENGANOOR",NEYYATTINKARA BSNL EXCHANGE,"VENGANOOR(GP) , POOVAR (GP)",Yes,12-08-2025,Yes,45897,5,50.48,Yes,45861,,,,,,,,,,,,8.135,30.102,,,,,,,,0,,0,0,0,0,KL-THM-ATH-221753,8.33788 77.04979
754,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,ATHIYANNOOR,6376,KOTTUKAL,KOTTUKAL,221754,NEYATTINKARA TE,1,,,38.27,42.53,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,41.5,,Confirmation mail received,NA,Yes,12-08-2025,41.421,"ATHIYANNOOR, KARUMKULAM, KANJIRAMKULAM, KOTTUKAL & VENGANOOR",NEYYATTINKARA BSNL EXCHANGE,"VENGANOOR(GP) , POOVAR (GP)",Yes,12-08-2025,Yes,45897,5,50.48,Yes,45861,,,,,,,,,,,,8.135,30.102,,,,,,,,0,,0,0,0,0,KL-THM-ATH-221754,8.3813 77.01856
755,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,ATHIYANNOOR,6376,VENGANOOR,VENGANOOR,221755,NEYATTINKARA TE,1,,,38.27,42.53,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,41.5,,Confirmation mail received,NA,Yes,12-08-2025,41.421,"ATHIYANNOOR, KARUMKULAM, KANJIRAMKULAM, KOTTUKAL & VENGANOOR",NEYYATTINKARA BSNL EXCHANGE,"VENGANOOR(GP) , POOVAR (GP)",Yes,12-08-2025,Yes,45897,5,50.48,Yes,45861,,,,,,,,,,,,8.135,30.102,,,,,,,,0,,0,0,0,0,KL-THM-ATH-221755,8.403191 77.012843
756,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,CHIRAYINKEEZHU,6377,ANJUTHENGU,ANJUTHENGU,221756,CHIRAYINKEEZHU,1,,,43.59,65.32,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,46.7,,Confirmation mail received,NA,Yes,12-08-2025,46.622,"ANJUTHENGU, CHIRAYINKEEZHU, KADAKKAVOOR, KIZHUVILAM, MUDAKKAL & VAKKOM",CHIRAYINKEEZHU BSNL EXCHANGE,KADAKKAVOOR GP,Yes,12-08-2025,Yes,45897,6,56.281,Yes,45861,,,,,,,,,,,,9.96,24.639,,,,,,,,0,,0,0,0,0,KL-THM-CHI-221756,8.66873 76.75899
757,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,POTHENCODE,6378,ANDOORKONAM,ANDOORKONAM,221763,KANIYAPURAM,1,,,28.82,46.96,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,36.7,,Confirmation mail received,NA,Yes,12-08-2025,36.679,"KADINAMKULAM, POTHENCODE, MANGALAPURAM, AZHOOR & ANDOORKONAM",KANIYAPURAM BSNL EXCHANGE,AZHOOR GP,Yes,12-08-2025,Yes,45897,5,44.023,Yes,45902,,,,,,,,,,,,4.3,31.025,,,,,,,,0,,0,0,0,0,KL-THM-POT-221763,8.5879 76.85423
758,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,CHIRAYINKEEZHU,6377,CHIRAYINKEEZHU,CHIRAYINKEEZHU,221758,CHIRAYINKEEZHU,1,,,43.59,65.32,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,46.7,,Confirmation mail received,NA,Yes,12-08-2025,46.622,"ANJUTHENGU, CHIRAYINKEEZHU, KADAKKAVOOR, KIZHUVILAM, MUDAKKAL & VAKKOM",CHIRAYINKEEZHU BSNL EXCHANGE,KADAKKAVOOR GP,Yes,12-08-2025,Yes,45897,6,56.281,Yes,45861,,,,,,,,,,,,9.96,24.639,,,,,,,,0,,0,0,0,0,KL-THM-CHI-221758,8.66045 76.78611
759,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,CHIRAYINKEEZHU,6377,KADAKKAVOOR,KADAKKAVOOR,221759,CHIRAYINKEEZHU,1,,,43.59,65.32,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,46.7,,Confirmation mail received,NA,Yes,12-08-2025,46.622,"ANJUTHENGU, CHIRAYINKEEZHU, KADAKKAVOOR, KIZHUVILAM, MUDAKKAL & VAKKOM",CHIRAYINKEEZHU BSNL EXCHANGE,KADAKKAVOOR GP,Yes,12-08-2025,Yes,45897,6,56.281,Yes,45861,,,,,,,,,,,,9.96,24.639,,,,,,,,0,,0,0,0,0,KL-THM-CHI-221759,8.68295 76.77077
760,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,CHIRAYINKEEZHU,6377,KIZHUVILAM,KIZHUVILAM,221760,CHIRAYINKEEZHU,1,,,43.59,65.32,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,46.7,,Confirmation mail received,NA,Yes,12-08-2025,46.622,"ANJUTHENGU, CHIRAYINKEEZHU, KADAKKAVOOR, KIZHUVILAM, MUDAKKAL & VAKKOM",CHIRAYINKEEZHU BSNL EXCHANGE,KADAKKAVOOR GP,Yes,12-08-2025,Yes,45897,6,56.281,Yes,45861,,,,,,,,,,,,9.96,24.639,,,,,,,,0,,0,0,0,0,KL-THM-CHI-221760,8.66328 76.80995
761,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,CHIRAYINKEEZHU,6377,MUDAKKAL,MUDAKKAL,221761,CHIRAYINKEEZHU,1,,,43.59,65.32,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,46.7,,Confirmation mail received,NA,Yes,12-08-2025,46.622,"ANJUTHENGU, CHIRAYINKEEZHU, KADAKKAVOOR, KIZHUVILAM, MUDAKKAL & VAKKOM",CHIRAYINKEEZHU BSNL EXCHANGE,KADAKKAVOOR GP,Yes,12-08-2025,Yes,45897,6,56.281,Yes,45861,,,,,,,,,,,,9.96,24.639,,,,,,,,0,,0,0,0,0,KL-THM-CHI-221761,8.68709 76.86546
762,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,CHIRAYINKEEZHU,6377,VAKKOM,VAKKOM,221762,CHIRAYINKEEZHU,1,,,43.59,65.32,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,46.7,,Confirmation mail received,NA,Yes,12-08-2025,46.622,"ANJUTHENGU, CHIRAYINKEEZHU, KADAKKAVOOR, KIZHUVILAM, MUDAKKAL & VAKKOM",CHIRAYINKEEZHU BSNL EXCHANGE,KADAKKAVOOR GP,Yes,12-08-2025,Yes,45897,6,56.281,Yes,45861,,,,,,,,,,,,9.96,24.639,,,,,,,,0,,0,0,0,0,KL-THM-CHI-221762,8.68875 76.75624
763,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,POTHENCODE,6378,AZHOOR,AZHOOR,221757,KANIYAPURAM,1,,,28.82,46.96,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,36.7,,Confirmation mail received,NA,Yes,12-08-2025,36.679,"KADINAMKULAM, POTHENCODE, MANGALAPURAM, AZHOOR & ANDOORKONAM",KANIYAPURAM BSNL EXCHANGE,AZHOOR GP,Yes,12-08-2025,Yes,45897,5,44.023,Yes,45902,,,,,,,,,,,,4.3,31.025,,,,,,,,0,,0,0,0,0,KL-THM-CHI-221757,8.6263 76.81348
764,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,POTHENCODE,6378,KADINAMKULAM,KADINAMKULAM,221764,KANIYAPURAM,1,,,28.82,46.96,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,36.7,,Confirmation mail received,NA,Yes,12-08-2025,36.679,"KADINAMKULAM, POTHENCODE, MANGALAPURAM, AZHOOR & ANDOORKONAM",KANIYAPURAM BSNL EXCHANGE,AZHOOR GP,Yes,12-08-2025,Yes,45897,5,44.023,Yes,45902,,,,,,,,,,,,4.3,31.025,,,,,,,,0,,0,0,0,0,KL-THM-POT-221764,8.57174 76.84802
765,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,POTHENCODE,6378,MANGALAPURAM,MANGALAPURAM,221765,KANIYAPURAM,1,,,28.82,46.96,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,36.7,,Confirmation mail received,NA,Yes,12-08-2025,36.679,"KADINAMKULAM, POTHENCODE, MANGALAPURAM, AZHOOR & ANDOORKONAM",KANIYAPURAM BSNL EXCHANGE,AZHOOR GP,Yes,12-08-2025,Yes,45897,5,44.023,Yes,45902,,,,,,,,,,,,4.3,31.025,,,,,,,,0,,0,0,0,0,KL-THM-POT-221765,8.62378 76.8479
766,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,POTHENCODE,6378,POTHENCODE,POTHENCODE,221766,KANIYAPURAM,1,,,28.82,46.96,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,36.7,,Confirmation mail received,NA,Yes,12-08-2025,36.679,"KADINAMKULAM, POTHENCODE, MANGALAPURAM, AZHOOR & ANDOORKONAM",KANIYAPURAM BSNL EXCHANGE,AZHOOR GP,Yes,12-08-2025,Yes,45897,5,44.023,Yes,45902,,,,,,,,,,,,4.3,31.025,,,,,,,,0,,0,0,0,0,KL-THM-POT-221766,8.62129 76.88982
767,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,KARAVARAM,KARAVARAM,221767,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221767,8.75261 76.8143
768,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,KILIMANOOR,KILIMANOOR,221768,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221768,8.77318 76.85772
769,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,MADAVOOR,MADAVOOR,221769,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221769,8.82411 76.82041
770,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,NAGAROOR,NAGAROOR,221770,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221770,8.75497 76.85788
771,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,NAVAIKULAM,NAVAIKULAM,221771,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221771,8.77684 76.7862
772,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,PALLICKAL,PALLICKAL,221772,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221772,8.825150° 76.811021°
773,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,PAZHAYAKUNNUMMEL,PAZHAYAKUNNUMMEL,221773,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221773,8.77334 76.88062
774,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,KILIMANOOR,6379,PULIMATH,PULIMATH,221774,KILMANOOR,1,,,50.1,65.04,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,60.7,,Confirmation mail received,NA,Yes,12-08-2025,60.7,"KILIMANOOR, MADAVOOR, PALLICKAL, NAVAIKULAM, KARAVARAM, NAGAROOR, PULIMATH & PAZHAYAKUNNUMMEL",KILIMANOOR BSNL EXCHANGE,PULIMATH GP,Yes,12-08-2025,Yes,45897,8,73.59,Yes,45902,,,,,,,,,,,,6.607,49.179,,,,,,,,0,,0,0,0,0,KL-THM-KIL-221774,8.73153 76.89803
775,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEDUMANGAD,6380,ANAD,ANAD,221775,NEDUMANGAD,1,,,53.58,57.4,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,48.5,,Confirmation mail received,NA,Yes,12-08-2025,48.545,"ARUVIKKARA, KARAKULAM, VEMBAYAM, PANAVOOR & ANAD",NEDUMANGAD BSNL EXCHANGE,PANAVOOR GP & KARAKULAM GP,Yes,12-08-2025,Yes,45897,5,61.446,Yes,45861,,,,,,,,,,,,4.625,33.728,,,,,,,,0,,0,0,0,0,KL-THM-NED-221775,8.63354 77.00932
776,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEDUMANGAD,6380,ARUVIKKARA,ARUVIKKARA,221776,NEDUMANGAD,1,,,53.58,57.4,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,48.5,,Confirmation mail received,NA,Yes,12-08-2025,48.545,"ARUVIKKARA, KARAKULAM, VEMBAYAM, PANAVOOR & ANAD",NEDUMANGAD BSNL EXCHANGE,PANAVOOR GP & KARAKULAM GP,Yes,12-08-2025,Yes,45897,5,61.446,Yes,45861,,,,,,,,,,,,4.625,33.728,,,,,,,,0,,0,0,0,0,KL-THM-NED-221776,8.57066 77.01502
777,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEDUMANGAD,6380,KARAKULAM,KARAKULAM,221777,NEDUMANGAD,1,,,53.58,57.4,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,48.5,,Confirmation mail received,NA,Yes,12-08-2025,48.545,"ARUVIKKARA, KARAKULAM, VEMBAYAM, PANAVOOR & ANAD",NEDUMANGAD BSNL EXCHANGE,PANAVOOR GP & KARAKULAM GP,Yes,12-08-2025,Yes,45897,5,61.446,Yes,45861,,,,,,,,,,,,4.625,33.728,,,,,,,,0,,0,0,0,0,KL-THM-NED-221777,8.56262 76.98318
778,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEDUMANGAD,6380,PANAVOOR,PANAVOOR,221778,NEDUMANGAD,1,,,53.58,57.4,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,48.5,,Confirmation mail received,NA,Yes,12-08-2025,48.545,"ARUVIKKARA, KARAKULAM, VEMBAYAM, PANAVOOR & ANAD",NEDUMANGAD BSNL EXCHANGE,PANAVOOR GP & KARAKULAM GP,Yes,12-08-2025,Yes,45897,5,61.446,Yes,45861,,,,,,,,,,,,4.625,33.728,,,,,,,,0,,0,0,0,0,KL-THM-NED-221778,8.66059 76.98794
779,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEDUMANGAD,6380,VEMBAYAM,VEMBAYAM,221779,NEDUMANGAD,1,,,53.58,57.4,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,48.5,,Confirmation mail received,NA,Yes,12-08-2025,48.545,"ARUVIKKARA, KARAKULAM, VEMBAYAM, PANAVOOR & ANAD",NEDUMANGAD BSNL EXCHANGE,PANAVOOR GP & KARAKULAM GP,Yes,12-08-2025,Yes,45897,5,61.446,Yes,45861,,,,,,,,,,,,4.625,33.728,,,,,,,,0,,0,0,0,0,KL-THM-NED-221779,8.61727 76.93749
780,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEMOM,6381,BALARAMAPURAM,BALARAMAPURAM,221780,NEMOM TE,1,,,36.68,56.65,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,69,,Confirmation mail received,NA,Yes,12-08-2025,69.046,"VILAPPIL, VILAVOORKKAL, MALAYINKEEZH, MARANALLOOR, BALARAMAPURAM, PALLICHAL & KALLIYOOR",NEMOM BSNL EXCHANGE,"KARAKULAM GP(Nedumangad),VENGANOOR(ATHIYANNOOR)",Yes,12-08-2025,Yes,45897,7,82.29,Yes,45902,,,,,,,,,,,,3.614,67.055,,,,,,,,0,,0,0,0,0,KL-THM-NEM-221780,8.42817 77.04714
781,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEMOM,6381,KALLIYOOR,KALLIYOOR,221781,NEMOM TE,1,,,36.68,56.65,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,69,,Confirmation mail received,NA,Yes,12-08-2025,69.046,"VILAPPIL, VILAVOORKKAL, MALAYINKEEZH, MARANALLOOR, BALARAMAPURAM, PALLICHAL & KALLIYOOR",NEMOM BSNL EXCHANGE,"KARAKULAM GP(Nedumangad),VENGANOOR(ATHIYANNOOR)",Yes,12-08-2025,Yes,45897,7,82.29,Yes,45902,,,,,,,,,,,,3.614,67.055,,,,,,,,0,,0,0,0,0,KL-THM-NEM-221781,8.43175 77.01424
782,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEMOM,6381,MALAYINKEEZH,MALAYINKEEZH,221782,NEMOM TE,1,,,36.68,56.65,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,69,,Confirmation mail received,NA,Yes,12-08-2025,69.046,"VILAPPIL, VILAVOORKKAL, MALAYINKEEZH, MARANALLOOR, BALARAMAPURAM, PALLICHAL & KALLIYOOR",NEMOM BSNL EXCHANGE,"KARAKULAM GP(Nedumangad),VENGANOOR(ATHIYANNOOR)",Yes,12-08-2025,Yes,45897,7,82.29,Yes,45902,,,,,,,,,,,,3.614,67.055,,,,,,,,0,,0,0,0,0,KL-THM-NEM-221782,8.48877 77.03754
783,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEMOM,6381,MARANALLOOR,MARANALLOOR,221783,NEMOM TE,1,,,36.68,56.65,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,69,,Confirmation mail received,NA,Yes,12-08-2025,69.046,"VILAPPIL, VILAVOORKKAL, MALAYINKEEZH, MARANALLOOR, BALARAMAPURAM, PALLICHAL & KALLIYOOR",NEMOM BSNL EXCHANGE,"KARAKULAM GP(Nedumangad),VENGANOOR(ATHIYANNOOR)",Yes,12-08-2025,Yes,45897,7,82.29,Yes,45902,,,,,,,,,,,,3.614,67.055,,,,,,,,0,,0,0,0,0,KL-THM-NEM-221783,8.46933 77.0735
784,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEMOM,6381,PALLICHAL,PALLICHAL,221784,NEMOM TE,1,,,36.68,56.65,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,69,,Confirmation mail received,NA,Yes,12-08-2025,69.046,"VILAPPIL, VILAVOORKKAL, MALAYINKEEZH, MARANALLOOR, BALARAMAPURAM, PALLICHAL & KALLIYOOR",NEMOM BSNL EXCHANGE,"KARAKULAM GP(Nedumangad),VENGANOOR(ATHIYANNOOR)",Yes,12-08-2025,Yes,45897,7,82.29,Yes,45902,,,,,,,,,,,,3.614,67.055,,,,,,,,0,,0,0,0,0,KL-THM-NEM-221784,8.43355 77.02852
785,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEMOM,6381,VILAPPIL,VILAPPIL,221785,NEMOM TE,1,,,36.68,56.65,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,69,,Confirmation mail received,NA,Yes,12-08-2025,69.046,"VILAPPIL, VILAVOORKKAL, MALAYINKEEZH, MARANALLOOR, BALARAMAPURAM, PALLICHAL & KALLIYOOR",NEMOM BSNL EXCHANGE,"KARAKULAM GP(Nedumangad),VENGANOOR(ATHIYANNOOR)",Yes,12-08-2025,Yes,45897,7,82.29,Yes,45902,,,,,,,,,,,,3.614,67.055,,,,,,,,0,,0,0,0,0,KL-THM-NEM-221785,8.51423 77.01834
786,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,NEMOM,6381,VILAVOORKKAL,VILAVOORKKAL,221786,NEMOM TE,1,,,36.68,56.65,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,69,,Confirmation mail received,NA,Yes,12-08-2025,69.046,"VILAPPIL, VILAVOORKKAL, MALAYINKEEZH, MARANALLOOR, BALARAMAPURAM, PALLICHAL & KALLIYOOR",NEMOM BSNL EXCHANGE,"KARAKULAM GP(Nedumangad),VENGANOOR(ATHIYANNOOR)",Yes,12-08-2025,Yes,45897,7,82.29,Yes,45902,,,,,,,,,,,,3.614,67.055,,,,,,,,0,,0,0,0,0,KL-THM-NEM-221786,8.4921 77.02083
787,South Zone,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,520,PARASSALA,6382,CHENKAL,CHENKAL,221787,PARASALA TE,1,,,40.43,43.55,Rahul Kumar Jha,11-08-2025,Yes,11-08-2025,Yes,11-08-2025,38.5,,Confirmation mail received,NA,Yes,12-08-2025,38.501,"PARASSALA, KARODE, KULATHOOR, THIRUPURAM, CHENKAL & POOVAR",PARASSALLA BSNL EXCHANGE,POOVAR GP and KOLLAYIL GP,Yes,12-08-2025,Yes,45897,6,45.946,Yes,45902,45919,45919,45925,Mithun,,MR. SREE KUMAR,Yes,,Yes,1,49.267,2.053,41.181,,49.267,49.267,,,Yes,26-09-2025,Yes,,,,,,KL-THM-PAR-221787,8.38001 77.11988
