S.no,Zone Name,BA Name,District name,District LGD Code,BLOCK NAME,Block LGD Code,GP Name,GP NAME,LGD CODE,Router  Location Name,GP Nos,"Convert to Municipality(GP COUNT)","GP Count ammendment","BSNL OFC SCOPE(AS PER RFP)(KM)","OFC SCOPE(AS PER RFP)",Block KML ASSIGNED,Proposed KML Submission Date ,KML Received (Yes/No),KML received date,KML Submitted to BSNL through mail (Yes/No), Block KML Submitted to BSNL through mail date,Length as per KML (Proposed),Length as per KML (Incremental),BSNL Feedback,Resubmission of ammedmend date,BSNL KML Acceptance,BSNL KML Acceptance Date,KML Length After  approval,GP Name as per Desktop Survey,Block Router Location Name as per Desktop Survey,ICP Name as per Desktop Survey,Reffered for documentation work,Reffered for documentation date,Document Ready for Submission,Document Ready for Submission date,No of GP's as per Desktop Survey,"Route Length as per Desktop Survey as per documentation(In Km)",Document Submission to BSNL,Signoff from BSNL authority date,Physical survey proposed date,Physical survey Start date,Physical survey End date,Representative from APL Side,Representative from IE Side,Representative from BSNL Side,Videography of the Route Satatus,"Physical Survey WIP",Physical survey status,No of Rings ,Total route length as per physical survey,Existing Incremental in this Block (KM),BSNL Leased OFC (KM),Incremental Route length to be use in new Ring (KM),New OFC to be laid (KM),"Row identify kn","Row Pending KM",Infra Report Received from SRIT,Survey Report Preparation Status,Report Submission Date,Final KML after Physical Survey,Physical Survey Approved (Yes/No),BOQ Prepared,BOQ Submitted,BOQ Submition date,BOQ Approved,,
173,Central Zone,ERNAKULAM,IDUKKI,511,ELEMDESAM,6289,ALAKKODE,ALAKKODE,221143,KARIMANOOR,1,,,62.59,68.26,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.3,,Confirmation mail received,45898,Yes,29-08-2025,69.757,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,3.637,54.788,,,,,,,,0,,0,0,0,0,KL-IDU-ELE-221143,9.88243 76.76519
174,Central Zone,ERNAKULAM,IDUKKI,511,ELEMDESAM,6289,KARIMANNOOR,KARIMANNOOR,221144,KARIMANOOR,1,,,62.59,68.26,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.3,,Confirmation mail received,45898,Yes,29-08-2025,69.757,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,3.637,54.788,,,,,,,,0,,0,0,0,0,KL-IDU-ELE-221144,9.9208 76.77834
175,Central Zone,ERNAKULAM,IDUKKI,511,ELEMDESAM,6289,KODIKULAM,KODIKULAM,221145,KARIMANOOR,1,,,62.59,68.26,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.3,,Confirmation mail received,45898,Yes,29-08-2025,69.757,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,3.637,54.788,,,,,,,,0,,0,0,0,0,KL-IDU-ELE-221145,9.94813 76.76505
176,Central Zone,ERNAKULAM,IDUKKI,511,ELEMDESAM,6289,KUDAYATHOOR,KUDAYATHOOR,221146,KARIMANOOR,1,,,62.59,68.26,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.3,,Confirmation mail received,45898,Yes,29-08-2025,69.757,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,3.637,54.788,,,,,,,,0,,0,0,0,0,KL-IDU-ELE-221146,9.8271 76.7895
177,Central Zone,ERNAKULAM,IDUKKI,511,ELEMDESAM,6289,UDUMBANOOR,UDUMBANOOR,221147,KARIMANOOR,1,,,62.59,68.26,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.3,,Confirmation mail received,45898,Yes,29-08-2025,69.757,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,3.637,54.788,,,,,,,,0,,0,0,0,0,KL-IDU-ELE-221147,9.9061 76.81355
178,Central Zone,ERNAKULAM,IDUKKI,511,ELEMDESAM,6289,VANNAPURAM,VANNAPURAM,221148,KARIMANOOR,1,,,62.59,68.26,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.3,,Confirmation mail received,45898,Yes,29-08-2025,69.757,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,3.637,54.788,,,,,,,,0,,0,0,0,0,KL-IDU-ELE-221148,9.98793 76.78975
179,Central Zone,ERNAKULAM,IDUKKI,511,ELEMDESAM,6289,VELLIYAMATTOM,VELLIYAMATTOM,221149,KARIMANOOR,1,,,62.59,68.26,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.3,,Confirmation mail received,45898,Yes,29-08-2025,69.757,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,3.637,54.788,,,,,,,,0,,0,0,0,0,KL-IDU-ELE-221149,9.84797 76.82864
180,Central Zone,ERNAKULAM,IDUKKI,511,IDUKKI,6290,ARAKULAM,ARAKULAM,221150,IDUKKI,1,,,168.02,150.31,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,162,,Confirmation mail received,45899,Yes,28-08-2025,161.41,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.784,93.99,,,,,,,,0,,0,0,0,0,KL-IDU-IDU-221150,9.7918 76.85227
181,Central Zone,ERNAKULAM,IDUKKI,511,IDUKKI,6290,IDUKKI - KANJIKUZHY,IDUKKI - KANJIKUZHY,221151,IDUKKI,1,,,168.02,150.31,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,162,,Confirmation mail received,45899,Yes,28-08-2025,161.41,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.784,93.99,,,,,,,,0,,0,0,0,0,KL-IDU-IDU-221151,9.95254 76.934
182,Central Zone,ERNAKULAM,IDUKKI,511,IDUKKI,6290,KAMAKSHY,KAMAKSHY,221152,IDUKKI,1,,,168.02,150.31,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,162,,Confirmation mail received,45899,Yes,28-08-2025,161.41,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.784,93.99,,,,,,,,0,,0,0,0,0,KL-IDU-IDU-221152,9.83976 77.03467
183,Central Zone,ERNAKULAM,IDUKKI,511,IDUKKI,6290,MARIYAPURAM,MARIYAPURAM,221153,IDUKKI,1,,,168.02,150.31,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,162,,Confirmation mail received,45899,Yes,28-08-2025,161.41,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.784,93.99,,,,,,,,0,,0,0,0,0,KL-IDU-IDU-221153,9.85651 76.98777
184,Central Zone,ERNAKULAM,IDUKKI,511,IDUKKI,6290,VATHIKUDY,VATHIKUDY,221154,IDUKKI,1,,,168.02,150.31,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,162,,Confirmation mail received,45899,Yes,28-08-2025,161.41,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.784,93.99,,,,,,,,0,,0,0,0,0,KL-IDU-IDU-221154,9.91409 77.00825
185,Central Zone,ERNAKULAM,IDUKKI,511,IDUKKI,6290,VAZHATHOPE,VAZHATHOPE,221155,IDUKKI,1,,,168.02,150.31,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,162,,Confirmation mail received,45899,Yes,28-08-2025,161.41,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.784,93.99,,,,,,,,0,,0,0,0,0,KL-IDU-IDU-221155,9.87447 76.95916
186,Central Zone,ERNAKULAM,IDUKKI,511,KATTAPPANA,6291,AYYAPPANCOIL,AYYAPPANCOIL,221156,KATTAPPANA,1,,,97.28,87.03,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,81.2,,Confirmation mail received,45899,Yes,30-08-2025,75.344,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.552,66,,,,,,,,0,,0,0,0,0,KL-IDU-KAT-221156,9.69828 77.03992
187,Central Zone,ERNAKULAM,IDUKKI,511,KATTAPPANA,6291,CHAKKUPALLAM,CHAKKUPALLAM,221157,KATTAPPANA,1,,,97.28,87.03,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,81.2,,Confirmation mail received,45899,Yes,30-08-2025,75.344,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.552,66,,,,,,,,0,,0,0,0,0,KL-IDU-KAT-221157,9.66456 77.15747
188,Central Zone,ERNAKULAM,IDUKKI,511,KATTAPPANA,6291,ERATTAYAR,ERATTAYAR,221158,KATTAPPANA,1,,,97.28,87.03,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,81.2,,Confirmation mail received,45899,Yes,30-08-2025,75.344,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.552,66,,,,,,,,0,,0,0,0,0,KL-IDU-KAT-221158,9.79494 77.10758
189,Central Zone,ERNAKULAM,IDUKKI,511,KATTAPPANA,6291,KANCHIYAR,KANCHIYAR,221159,KATTAPPANA,1,,,97.28,87.03,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,81.2,,Confirmation mail received,45899,Yes,30-08-2025,75.344,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.552,66,,,,,,,,0,,0,0,0,0,KL-IDU-KAT-221159,9.73853 77.06223
190,Central Zone,ERNAKULAM,IDUKKI,511,KATTAPPANA,6291,KATTAPPANA,KATTAPPANA,o221160,KATTAPPANA,1,Yes,,97.28,87.03,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,81.2,,Confirmation mail received,45899,Yes,30-08-2025,75.344,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.552,66,,,,,,,,0,,0,0,0,0,KL-IDU-KAT-O221160,9.75431 77.11583
191,Central Zone,ERNAKULAM,IDUKKI,511,KATTAPPANA,6291,UPPUTHARA,UPPUTHARA,221161,KATTAPPANA,1,,,97.28,87.03,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,81.2,,Confirmation mail received,45899,Yes,30-08-2025,75.344,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,4.552,66,,,,,,,,0,,0,0,0,0,KL-IDU-KAT-221161,9.69947 77.02109
192,Central Zone,ERNAKULAM,IDUKKI,511,NEDUMKANDOM,6292,KARUNAPURAM,KARUNAPURAM,221163,NEDUMKANDOM,1,,,88.18,78.89,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,90,,Confirmation mail received,45899,Yes,30-08-2025,83.731,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.031,68.54,,,,,,,,0,,0,0,0,0,KL-IDU-NED-221163,9.78021 77.20658
193,Central Zone,ERNAKULAM,IDUKKI,511,NEDUMKANDOM,6292,NEDUMKANDAM,NEDUMKANDAM,221164,NEDUMKANDOM,1,,,88.18,78.89,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,90,,Confirmation mail received,45899,Yes,30-08-2025,83.731,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.031,68.54,,,,,,,,0,,0,0,0,0,KL-IDU-NED-221164,9.83427 77.15893
194,Central Zone,ERNAKULAM,IDUKKI,511,NEDUMKANDOM,6292,PAMPADUMPARA,PAMPADUMPARA,221165,NEDUMKANDOM,1,,,88.18,78.89,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,90,,Confirmation mail received,45899,Yes,30-08-2025,83.731,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.031,68.54,,,,,,,,0,,0,0,0,0,KL-IDU-NED-221165,9.7994 77.16128
195,Central Zone,ERNAKULAM,IDUKKI,511,NEDUMKANDOM,6292,RAJAKKAD,RAJAKKAD,221166,NEDUMKANDOM,1,,,88.18,78.89,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,90,,Confirmation mail received,45899,Yes,30-08-2025,83.731,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.031,68.54,,,,,,,,0,,0,0,0,0,KL-IDU-NED-221166,9.96119 77.09691
196,Central Zone,ERNAKULAM,IDUKKI,511,NEDUMKANDOM,6292,RAJAKUMARI,RAJAKUMARI,221167,NEDUMKANDOM,1,,,88.18,78.89,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,90,,Confirmation mail received,45899,Yes,30-08-2025,83.731,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.031,68.54,,,,,,,,0,,0,0,0,0,KL-IDU-NED-221167,9.96864 77.15271
197,Central Zone,ERNAKULAM,IDUKKI,511,NEDUMKANDOM,6292,SENAPATHY,SENAPATHY,221168,NEDUMKANDOM,1,,,88.18,78.89,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,90,,Confirmation mail received,45899,Yes,30-08-2025,83.731,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.031,68.54,,,,,,,,0,,0,0,0,0,KL-IDU-NED-221168,9.95004 77.18015
198,Central Zone,ERNAKULAM,IDUKKI,511,NEDUMKANDOM,6292,UDUMBANCHOLA,UDUMBANCHOLA,221169,NEDUMKANDOM,1,,,88.18,78.89,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,90,,Confirmation mail received,45899,Yes,30-08-2025,83.731,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.031,68.54,,,,,,,,0,,0,0,0,0,KL-IDU-NED-221169,9.8998 77.17791
199,Central Zone,ERNAKULAM,IDUKKI,511,THODUPUZHA,6293,EDAVETTY,EDAVETTY,221170,THODUPUZHA,1,,,123.16,49.36,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.7,,Confirmation mail received,45898,Yes,29-08-2025,60.225,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.868,62.85,,,,,,,,0,,0,0,0,0,KL-IDU-THO-221170,9.89339 76.74526
200,Central Zone,ERNAKULAM,IDUKKI,511,THODUPUZHA,6293,KARIMKUNNAM,KARIMKUNNAM,221171,THODUPUZHA,1,,,123.16,49.36,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.7,,Confirmation mail received,45898,Yes,29-08-2025,60.225,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.868,62.85,,,,,,,,0,,0,0,0,0,KL-IDU-THO-221171,9.85293 76.68642
201,Central Zone,ERNAKULAM,IDUKKI,511,THODUPUZHA,6293,KUMARAMANGALAM,KUMARAMANGALAM,221172,THODUPUZHA,1,,,123.16,49.36,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.7,,Confirmation mail received,45898,Yes,29-08-2025,60.225,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.868,62.85,,,,,,,,0,,0,0,0,0,KL-IDU-THO-221172,9.9375 76.70847
202,Central Zone,ERNAKULAM,IDUKKI,511,THODUPUZHA,6293,MANAKKAD,MANAKKAD,221173,THODUPUZHA,1,,,123.16,49.36,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.7,,Confirmation mail received,45898,Yes,29-08-2025,60.225,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.868,62.85,,,,,,,,0,,0,0,0,0,KL-IDU-THO-221173,9.91013 76.6761
203,Central Zone,ERNAKULAM,IDUKKI,511,THODUPUZHA,6293,MUTTOM,MUTTOM,221174,THODUPUZHA,1,,,123.16,49.36,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.7,,Confirmation mail received,45898,Yes,29-08-2025,60.225,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.868,62.85,,,,,,,,0,,0,0,0,0,KL-IDU-THO-221174,9.83956 76.74606
204,Central Zone,ERNAKULAM,IDUKKI,511,THODUPUZHA,6293,PURAPUZHA,PURAPUZHA,221175,THODUPUZHA,1,,,123.16,49.36,Amit Kumar,16-08-2025,Yes,14-08-2025,Yes,14-08-2025,65.7,,Confirmation mail received,45898,Yes,29-08-2025,60.225,,,,Yes,20-Sep-25,,,,,,,,,,,,,,,,,,6.868,62.85,,,,,,,,0,,0,0,0,0,KL-IDU-THO-221175,9.88297 76.6423
205,North Zone,KANNUR,KANNUR,512,THALASSERY,6302,ANCHARAKANDY,ANCHARAKANDY,221176,THALASSERY,1,,,75.88,67.22,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,64.8,,Confirmation mail received,45899,Yes,03-09-2025,65.23,,,,,,,,,,,,,,,,,,,,,,,3.681,43.966,,,,,,,,0,,0,0,0,0,KL-KNU-KAN-221176,11.88622 75.48619
206,North Zone,KANNUR,KANNUR,512,EDAKKAD,6294,CHEMBILODE,CHEMBILODE,221178,CHOWA,1,x,,63.41,66,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,51.4,,Confirmation mail received,45898,Yes,03-09-2025,57.456,,,,,,,,,,,,,,,,,,,,,,,3.374,55.664,,,,,,,,0,,0,0,0,0,KL-KNU-EDA-221178,11.87723 75.45687
207,North Zone,KANNUR,KANNUR,512,EDAKKAD,6294,KADAMBOOR,KADAMBOOR,221181,CHOWA,1,x,,63.41,66,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,51.4,,Confirmation mail received,45898,Yes,03-09-2025,57.456,,,,,,,,,,,,,,,,,,,,,,,3.374,55.664,,,,,,,,0,,0,0,0,0,KL-KNU-EDA-221181,11.8344 75.45296
208,North Zone,KANNUR,KANNUR,512,EDAKKAD,6294,MUNDERI,MUNDERI,221182,CHOWA,1,x,,63.41,66,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,51.4,,Confirmation mail received,45898,Yes,03-09-2025,57.456,,,,,,,,,,,,,,,,,,,,,,,3.374,55.664,,,,,,,,0,,0,0,0,0,KL-KNU-EDA-221182,11.912443° 75.455450°
209,North Zone,KANNUR,KANNUR,512,THALASSERY,6302,DHARMADAM,DHARMADAM,221249,THALASSERY,1,,,75.88,67.22,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,64.8,,Confirmation mail received,45899,Yes,03-09-2025,65.23,,,,,,,,,,,,,,,,,,,,,,,3.681,43.966,,,,,,,,0,,0,0,0,0,KL-KNU-THA-221249,11.7749979 75.4695363
210,North Zone,KANNUR,KANNUR,512,EDAKKAD,6294,PERALASSERI,PERALASSERI,221184,CHOWA,1,x,,63.41,66,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,51.4,,Confirmation mail received,45898,Yes,03-09-2025,57.456,,,,,,,,,,,,,,,,,,,,,,,3.374,55.664,,,,,,,,0,,0,0,0,0,KL-KNU-EDA-221184,11.832431° 75.483503°
211,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,ERUVESSEY,ERUVESSEY,221185,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221185,12.09501 75.54652
212,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,IRIKKUR,IRIKKUR,221186,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221186,11.984446° 75.553936°
213,North Zone,KANNUR,KANNUR,512,EDAKKAD,6294,KOLACHERRY,KOLACHERRY,221187,CHOWA,1,x,,63.41,66,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,51.4,,Confirmation mail received,45898,Yes,03-09-2025,57.456,,,,,,,,,,,,,,,,,,,,,,,3.374,55.664,,,,,,,,0,,0,0,0,0,KL-KNU-EDA-221187,11.972234° 75.409832°
214,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,KUTTIATTOR,KUTTIATTOR,221188,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221188,11.95882 75.47418
215,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,MALAPATTOM,MALAPATTOM,221189,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221189,12.01876 75.48788
216,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,MAYYIL,MAYYIL,221190,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221190,11.99264 75.45131
217,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,PADIYUR,PADIYUR,221191,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221191,11.992605° 75.451580°
218,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,PAYYAVOOR,PAYYAVOOR,221192,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221192,12.06068 75.58124
219,North Zone,KANNUR,KANNUR,512,IRIKKUR,6295,ULIKKAL,ULIKKAL,221194,SREEKANDAPURAM,1,x,,86.87,86.03,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,83.17,,Confirmation mail received,45899,Yes,03-09-2025,81.101,,,,,,,,,,,,,,,,,,,,,,,6.159,86.102,,,,,,,,0,,0,0,0,0,KL-KNU-IRK-221194,12.03754 75.66535
220,North Zone,KANNUR,KANNUR,512,IRITTY,6296,ARALAM,ARALAM,221195,IRITTY,1,x,,101.23,86.81,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,87.3,,Confirmation mail received,45899,Yes,03-09-2025,83.339,,,,,,,,,,,,,,,,,,,,,,,5.367,61.069,,,,,,,,0,,0,0,0,0,KL-KNU-IRI-221195,11.99676 75.72643
221,North Zone,KANNUR,KANNUR,512,IRITTY,6296,AYYANKUNNU,AYYANKUNNU,221196,IRITTY,1,x,,101.23,86.81,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,87.3,,Confirmation mail received,45899,Yes,03-09-2025,83.339,,,,,,,,,,,,,,,,,,,,,,,5.367,61.069,,,,,,,,0,,0,0,0,0,KL-KNU-IRI-221196,12.03236 75.74512
222,North Zone,KANNUR,KANNUR,512,IRITTY,6296,KEEZHALLUR,KEEZHALLUR,221197,IRITTY,1,x,,101.23,86.81,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,87.3,,Confirmation mail received,45899,Yes,03-09-2025,83.339,,,,,,,,,,,,,,,,,,,,,,,5.367,61.069,,,,,,,,0,,0,0,0,0,KL-KNU-IRI-221197,11.92834 75.52731
223,North Zone,KANNUR,KANNUR,512,IRITTY,6296,KOODALI,KOODALI,221199,IRITTY,1,x,,101.23,86.81,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,87.3,,Confirmation mail received,45899,Yes,03-09-2025,83.339,,,,,,,,,,,,,,,,,,,,,,,5.367,61.069,,,,,,,,0,,0,0,0,0,KL-KNU-IRI-221199,11.94123 75.505
224,North Zone,KANNUR,KANNUR,512,IRITTY,6296,PAYAM,PAYAM,221200,IRITTY,1,x,,101.23,86.81,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,87.3,,Confirmation mail received,45899,Yes,03-09-2025,83.339,,,,,,,,,,,,,,,,,,,,,,,5.367,61.069,,,,,,,,0,,0,0,0,0,KL-KNU-IRI-221200,12.00286 75.68956
225,North Zone,KANNUR,KANNUR,512,IRITTY,6296,THILLANKERI,THILLANKERI,221201,IRITTY,1,x,,101.23,86.81,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,87.3,,Confirmation mail received,45899,Yes,03-09-2025,83.339,,,,,,,,,,,,,,,,,,,,,,,5.367,61.069,,,,,,,,0,,0,0,0,0,KL-KNU-IRI-221201,11.9286 75.6601
226,North Zone,KANNUR,KANNUR,512,KANNUR,6297,AZHIKODE,AZHIKODE,221202,VALAPATTANAM,1,x,,29.18,24.54,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,12.1,,Confirmation mail received,45898,Yes,03-09-2025,12.049,,,,,,,,,,,,45940,45940,45945,Krishna Wamsi,Bishnu,0,Yes,,Yes,,12.6,1.581,34.188,,12.6,12.6,,,Under wip,,0,,0,0,0,0,KL-KNU-KAN-221202,11.92039 75.33601
227,North Zone,KANNUR,KANNUR,512,KANNUR,6297,CHIRAKKAL,CHIRAKKAL,221203,VALAPATTANAM,1,x,,29.18,24.54,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,12.1,,Confirmation mail received,45898,Yes,03-09-2025,12.049,,,,,,,,,,,,45940,45940,45945,Krishna Wamsi,Bishnu,0,Yes,,Yes,,12.6,1.581,34.188,,12.6,12.6,,,Under wip,,0,,0,0,0,0,KL-KNU-KAN-221203,11.91372 75.3584
228,North Zone,KANNUR,KANNUR,512,KANNUR,6297,VALAPATTANAM,VALAPATTANAM,221206,VALAPATTANAM,1,x,,29.18,24.54,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,12.1,,Confirmation mail received,45898,Yes,03-09-2025,12.049,,,,,,,,,,,,45940,45940,45945,Krishna Wamsi,Bishnu,0,Yes,,Yes,,12.6,1.581,34.188,,12.6,12.6,,,Under wip,,0,,0,0,0,0,KL-KNU-KAN-221206,11.92813 75.34703
229,North Zone,KANNUR,KANNUR,512,KUTHUPARAMBA,6298,CHITTARIPARAMBA,CHITTARIPARAMBA,221207,KUTHUPARAMBA,1,x,,53.54,55.09,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,50.73,,Confirmation mail received,45899,Yes,03-09-2025,54.144,,,,,,,,,,,,45918,45918,45922,Krishna Wamsi,Bishnu,Miraj,Yes,,Yes,1,54.7,6.61,34.265,,54.7,54.7,,,Yes,24-09-2025,Yes,,,,,,KL-KNU-KUT-221207,11.8461 75.64334
230,North Zone,KANNUR,KANNUR,512,KUTHUPARAMBA,6298,KOTTAYAM,KOTTAYAM,221253,KUTHUPARAMBA,1,x,,53.54,55.09,Saurav Kumar,19-08-2025,Yes,17-08-2025,Yes,18-08-2025,50.73,,Confirmation mail received,45899,Yes,03-09-2025,54.144,,,,,,,,,,,,45918,45918,45922,Krishna Wamsi,Bishnu,Miraj,Yes,,Yes,1,54.7,6.61,34.265,,54.7,54.7,,,Yes,24-09-2025,Yes,,,,,,KL-KNU-KUT-221253,11.80856 75.54994
